,1,3,5,10,20,30,50,100
0,0.4948453608247423,0.4982817869415809,0.5010309278350515,0.4948453608247422,0.5005154639175257,0.5037800687285222,0.49546391752577323,0.47546391752577316
1,0.45263157894736844,0.4456140350877194,0.43368421052631584,0.4547368421052633,0.46894736842105283,0.467017543859649,0.46989473684210525,0.44652631578947377
2,0.46875,0.4895833333333335,0.4979166666666668,0.4916666666666667,0.49635416666666665,0.5020833333333334,0.4993749999999999,0.4679166666666667
3,0.4444444444444444,0.45117845117845107,0.4686868686868686,0.47272727272727255,0.4934343434343436,0.49629629629629646,0.4917171717171718,0.4614141414141416
4,0.4375,0.49999999999999994,0.525,0.5270833333333335,0.5255208333333331,0.5267361111111112,0.5247916666666667,0.4933333333333332
5,0.5454545454545454,0.4848484848484847,0.5191919191919192,0.5252525252525251,0.515151515151515,0.5212121212121211,0.5228282828282826,0.49565656565656574
6,0.6145833333333334,0.5416666666666666,0.535416666666667,0.5499999999999998,0.5510416666666667,0.5472222222222222,0.5429166666666666,0.5141666666666669
7,0.673469387755102,0.578231292517007,0.5775510204081631,0.5428571428571427,0.5357142857142856,0.5363945578231292,0.5361224489795922,0.5054081632653065
8,0.5638297872340425,0.5425531914893614,0.5361702127659573,0.5393617021276594,0.5271276595744682,0.5308510638297872,0.5274468085106384,0.5023404255319148
9,0.5104166666666666,0.5104166666666665,0.51875,0.5270833333333337,0.5223958333333333,0.5125,0.5172916666666667,0.4902083333333334
